"Class","Order","Family","Species","Habitats_IUCN"
"Aves","Gruiformes","Rallidae","Fulica cristata","Marine Coastal/Supratidal - Coastal Brackish/Saline Lagoons/Marine Lakes [Suitable]; Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha) [Suitable]; Artificial/Aquatic - Water Storage Areas (over 8ha) [Suitable]; Wetlands (inland) - Permanent Freshwater Lakes (over 8ha) [Suitable]; Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha) [Suitable]; Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls) [Suitable]; Artificial/Aquatic - Wastewater Treatment Areas [Suitable]; Artificial/Aquatic - Ponds (below 8ha) [Suitable]; Marine Coastal/Supratidal - Coastal Freshwater Lakes [Suitable]; Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha) [Suitable]"
"Aves","Gruiformes","Rallidae","Gallinula chloropus","Marine Coastal/Supratidal - Coastal Brackish/Saline Lagoons/Marine Lakes [Suitable]; Wetlands (inland) - Permanent Freshwater Lakes (over 8ha) [Suitable]; Wetlands (inland) - Permanent Freshwater Lakes (over 8ha) [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Marine Coastal/Supratidal - Coastal Freshwater Lakes [Suitable]; Artificial/Aquatic - Irrigated Land (includes irrigation channels) [Suitable]; Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha) [Suitable]; Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls) [Suitable]; Artificial/Aquatic - Ponds (below 8ha) [Suitable]; Artificial/Aquatic - Water Storage Areas (over 8ha) [Suitable]; Wetlands (inland) - Permanent Saline, Brackish or Alkaline Marshes/Pools [Suitable]; Wetlands (inland) - Permanent Inland Deltas [Suitable]; Artificial/Aquatic - Ponds (below 8ha) [Suitable]; Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha) [Suitable]; Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha) [Suitable]; Marine Coastal/Supratidal - Coastal Brackish/Saline Lagoons/Marine Lakes [Suitable]; Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha) [Suitable]; Artificial/Aquatic - Water Storage Areas (over 8ha) [Suitable]; Wetlands (inland) - Permanent Inland Deltas [Suitable]; Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha) [Suitable]; Artificial/Aquatic - Irrigated Land (includes irrigation channels) [Suitable]; Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls) [Suitable]; Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha) [Suitable]; Wetlands (inland) - Shrub Dominated Wetlands [Suitable]; Artificial/Aquatic - Canals and Drainage Channels, Ditches [Suitable]; Wetlands (inland) - Shrub Dominated Wetlands [Suitable]; Wetlands (inland) - Permanent Saline, Brackish or Alkaline Marshes/Pools [Suitable]; Artificial/Aquatic - Canals and Drainage Channels, Ditches [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Marine Coastal/Supratidal - Coastal Freshwater Lakes [Suitable]"
"Aves","Gruiformes","Rallidae","Porphyrio porphyrio","Artificial/Aquatic - Wastewater Treatment Areas [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha) [Suitable]; Artificial/Aquatic - Water Storage Areas (over 8ha) [Suitable]; Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha) [Suitable]; Artificial/Aquatic - Ponds (below 8ha) [Suitable]; Marine Coastal/Supratidal - Coastal Freshwater Lakes [Suitable]; Artificial/Aquatic - Irrigated Land (includes irrigation channels) [Suitable]; Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha) [Suitable]"
"Aves","Gruiformes","Rallidae","Porzana porzana","Wetlands (inland) - Permanent Freshwater Lakes (over 8ha) [Suitable]; Artificial/Aquatic - Wastewater Treatment Areas [Suitable]; Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha) [Suitable]; Artificial/Aquatic - Water Storage Areas (over 8ha) [Suitable]; Wetlands (inland) - Shrub Dominated Wetlands [Suitable]; Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha) [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Artificial/Aquatic - Canals and Drainage Channels, Ditches [Suitable]; Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls) [Suitable]; Artificial/Aquatic - Seasonally Flooded Agricultural Land [Suitable]; Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha) [Suitable]"
"Aves","Gruiformes","Rallidae","Rallus aquaticus","Artificial/Aquatic - Irrigated Land (includes irrigation channels) [Suitable]; Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls) [Suitable]; Wetlands (inland) - Shrub Dominated Wetlands [Suitable]; Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls) [Suitable]; Wetlands (inland) - Permanent Freshwater Lakes (over 8ha) [Suitable]; Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha) [Suitable]; Artificial/Aquatic - Canals and Drainage Channels, Ditches [Suitable]; Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha) [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Artificial/Aquatic - Excavations (open) [Suitable]; Artificial/Aquatic - Excavations (open) [Suitable]; Wetlands (inland) - Permanent Saline, Brackish or Alkaline Lakes [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Wetlands (inland) - Permanent Saline, Brackish or Alkaline Marshes/Pools [Suitable]; Grassland - Temperate [Suitable]; Artificial/Aquatic - Wastewater Treatment Areas [Suitable]"
"Aves","Otidiformes","Otididae","Otis tarda","Artificial/Terrestrial - Arable Land [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Grassland - Temperate [Suitable]; Grassland - Temperate [Suitable]; Forest - Temperate [Suitable]"
"Aves","Otidiformes","Otididae","Tetrax tetrax","Grassland - Temperate [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Grassland - Temperate [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]"
"Aves","Passeriformes","Acrocephalidae","Acrocephalus agricola","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls) [Suitable]; Wetlands (inland) - Permanent Freshwater Lakes (over 8ha) [Suitable]"
"Aves","Passeriformes","Acrocephalidae","Acrocephalus arundinaceus","Wetlands (inland) - Permanent Freshwater Lakes (over 8ha) [Suitable]; Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls) [Suitable]; Wetlands (inland) - Permanent Saline, Brackish or Alkaline Marshes/Pools [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]"
"Aves","Passeriformes","Acrocephalidae","Acrocephalus dumetorum","Forest - Temperate [Suitable]; Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls) [Suitable]; Shrubland - Temperate [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Artificial/Terrestrial - Rural Gardens [Suitable]"
"Aves","Passeriformes","Acrocephalidae","Acrocephalus melanopogon","Wetlands (inland) - Permanent Saline, Brackish or Alkaline Marshes/Pools [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Wetlands (inland) - Permanent Saline, Brackish or Alkaline Marshes/Pools [Suitable]"
"Aves","Passeriformes","Acrocephalidae","Acrocephalus paludicola","Artificial/Terrestrial - Pastureland [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]"
"Aves","Passeriformes","Acrocephalidae","Acrocephalus palustris","Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level [Suitable]; Shrubland - Temperate [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Grassland - Temperate [Suitable]; Forest - Temperate [Suitable]; Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls) [Suitable]; Shrubland - Subtropical/Tropical Moist [Suitable]; Artificial/Terrestrial - Rural Gardens [Suitable]; Grassland - Subtropical/Tropical Seasonally Wet/Flooded [Suitable]; Shrubland - Subtropical/Tropical Dry [Suitable]"
"Aves","Passeriformes","Acrocephalidae","Acrocephalus schoenobaenus","Wetlands (inland) - Permanent Freshwater Lakes (over 8ha) [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls) [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]; Artificial/Aquatic - Water Storage Areas (over 8ha) [Suitable]"
"Aves","Passeriformes","Acrocephalidae","Acrocephalus scirpaceus","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Shrubland - Subtropical/Tropical Moist [Suitable]; Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls) [Suitable]; Savanna - Dry [Suitable]; Grassland - Subtropical/Tropical Seasonally Wet/Flooded [Suitable]; Wetlands (inland) - Permanent Freshwater Lakes (over 8ha) [Suitable]"
"Aves","Passeriformes","Acrocephalidae","Hippolais icterina","Forest - Temperate [Suitable]; Artificial/Terrestrial - Plantations [Suitable]; Artificial/Terrestrial - Rural Gardens [Suitable]; Forest - Boreal [Suitable]"
"Aves","Passeriformes","Acrocephalidae","Hippolais olivetorum","Savanna - Dry [Suitable]; Savanna - Dry [Suitable]; Artificial/Terrestrial - Plantations [Suitable]; Shrubland - Mediterranean-type Shrubby Vegetation [Suitable]"
"Aves","Passeriformes","Acrocephalidae","Hippolais polyglotta","Forest - Subtropical/Tropical Moist Lowland [Suitable]; Savanna - Dry [Suitable]; Shrubland - Subtropical/Tropical Dry [Suitable]; Shrubland - Subtropical/Tropical Dry [Suitable]; Forest - Temperate [Suitable]; Artificial/Terrestrial - Rural Gardens [Suitable]; Artificial/Terrestrial - Plantations [Suitable]; Shrubland - Temperate [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Shrubland - Mediterranean-type Shrubby Vegetation [Suitable]; Forest - Subtropical/Tropical Moist Lowland [Suitable]"
"Aves","Passeriformes","Acrocephalidae","Iduna caligata","Grassland - Subtropical/Tropical Dry [Suitable]; Shrubland - Subtropical/Tropical Dry [Suitable]; Shrubland - Mediterranean-type Shrubby Vegetation [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Grassland - Temperate [Suitable]; Shrubland - Temperate [Suitable]"
"Aves","Passeriformes","Acrocephalidae","Iduna pallida","Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]; Shrubland - Subtropical/Tropical Dry [Suitable]; Forest - Temperate [Suitable]; Shrubland - Temperate [Suitable]; Artificial/Terrestrial - Rural Gardens [Suitable]; Shrubland - Mediterranean-type Shrubby Vegetation [Suitable]; Savanna - Dry [Suitable]; Artificial/Terrestrial - Plantations [Suitable]"
"Aves","Passeriformes","Aegithalidae","Aegithalos caudatus","Forest - Boreal [Suitable]; Forest - Temperate [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Forest - Temperate [Suitable]; Shrubland - Temperate [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Shrubland - Mediterranean-type Shrubby Vegetation [Suitable]; Artificial/Terrestrial - Rural Gardens [Suitable]; Artificial/Terrestrial - Urban Areas [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Shrubland - Temperate [Suitable]; Artificial/Terrestrial - Rural Gardens [Suitable]; Forest - Boreal [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]; Artificial/Terrestrial - Urban Areas [Suitable]; Shrubland - Mediterranean-type Shrubby Vegetation [Suitable]"
"Aves","Passeriformes","Alaudidae","Alauda arvensis","Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc [Suitable]; Marine Intertidal - Tidepools [Suitable]; Shrubland - Temperate [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]; Grassland - Temperate [Suitable]; Marine Intertidal - Rocky Shoreline [Suitable]; Marine Coastal/Supratidal - Coastal Sand Dunes [Suitable]; Shrubland - Mediterranean-type Shrubby Vegetation [Suitable]; Shrubland - Temperate [Suitable]; Marine Intertidal - Salt Marshes (Emergent Grasses) [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]; Grassland - Temperate [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Marine Intertidal - Shingle and/or Pebble Shoreline and/or Beaches [Suitable]; Marine Intertidal - Salt Marshes (Emergent Grasses) [Suitable]; Marine Coastal/Supratidal - Coastal Sand Dunes [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Shrubland - Mediterranean-type Shrubby Vegetation [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]"
"Aves","Passeriformes","Alaudidae","Alaudala rufescens","Desert - Hot [Suitable]; Shrubland - Subtropical/Tropical Dry [Suitable]; Shrubland - Mediterranean-type Shrubby Vegetation [Suitable]; Grassland - Subtropical/Tropical Dry [Suitable]; Wetlands (inland) - Seasonal/Intermittent Saline, Brackish or Alkaline Marshes/Pools [Suitable]"
"Aves","Passeriformes","Alaudidae","Calandrella brachydactyla","Shrubland - Mediterranean-type Shrubby Vegetation [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Grassland - Temperate [Suitable]"
"Aves","Passeriformes","Alaudidae","Chersophilus duponti","Shrubland - Temperate [Suitable]; Grassland - Temperate [Suitable]; Shrubland - Mediterranean-type Shrubby Vegetation [Suitable]"
"Aves","Passeriformes","Alaudidae","Eremophila alpestris","Artificial/Terrestrial - Arable Land [Suitable]; Shrubland - Boreal [Suitable]; Grassland - Temperate [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Shrubland - Subtropical/Tropical Dry [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]; Grassland - Subarctic [Suitable]; Marine Coastal/Supratidal - Coastal Sand Dunes [Suitable]; Shrubland - Subtropical/Tropical Dry [Suitable]; Grassland - Tundra [Suitable]; Grassland - Temperate [Suitable]; Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc [Suitable]"
"Aves","Passeriformes","Alaudidae","Galerida cristata","Artificial/Terrestrial - Arable Land [Suitable]; Grassland - Temperate [Suitable]; Artificial/Aquatic - Salt Exploitation Sites [Suitable]; Grassland - Subtropical/Tropical Dry [Suitable]; Artificial/Terrestrial - Urban Areas [Suitable]; Artificial/Aquatic - Salt Exploitation Sites [Suitable]; Shrubland - Mediterranean-type Shrubby Vegetation [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Artificial/Terrestrial - Urban Areas [Suitable]; Savanna - Dry [Suitable]; Shrubland - Mediterranean-type Shrubby Vegetation [Suitable]; Artificial/Aquatic - Seasonally Flooded Agricultural Land [Suitable]; Artificial/Aquatic - Seasonally Flooded Agricultural Land [Suitable]; Shrubland - Subtropical/Tropical Dry [Suitable]; Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc [Suitable]; Marine Intertidal - Shingle and/or Pebble Shoreline and/or Beaches [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Grassland - Subtropical/Tropical Dry [Suitable]; Shrubland - Subtropical/Tropical Dry [Suitable]; Savanna - Dry [Suitable]; Marine Intertidal - Shingle and/or Pebble Shoreline and/or Beaches [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]; Grassland - Temperate [Suitable]; Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc [Suitable]"
"Aves","Passeriformes","Alaudidae","Galerida theklae","Rocky areas (eg. inland cliffs, mountain peaks) [Suitable]; Shrubland - Mediterranean-type Shrubby Vegetation [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]; Grassland - Temperate [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Grassland - Subtropical/Tropical Dry [Suitable]; Shrubland - Subtropical/Tropical Dry [Suitable]"
"Aves","Passeriformes","Alaudidae","Lullula arborea","Forest - Temperate [Suitable]; Shrubland - Temperate [Suitable]; Grassland - Temperate [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]; Forest - Boreal [Suitable]; Forest - Temperate [Suitable]; Shrubland - Temperate [Suitable]; Shrubland - Mediterranean-type Shrubby Vegetation [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]; Shrubland - Mediterranean-type Shrubby Vegetation [Suitable]; Artificial/Terrestrial - Plantations [Suitable]; Grassland - Temperate [Suitable]; Artificial/Terrestrial - Plantations [Suitable]"
"Aves","Passeriformes","Alaudidae","Melanocorypha calandra","Artificial/Terrestrial - Pastureland [Suitable]; Grassland - Temperate [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]; Grassland - Temperate [Suitable]"
"Aves","Passeriformes","Bombycillidae","Bombycilla garrulus","Artificial/Terrestrial - Arable Land [Suitable]; Forest - Boreal [Suitable]; Artificial/Terrestrial - Urban Areas [Suitable]; Artificial/Terrestrial - Rural Gardens [Suitable]; Forest - Temperate [Suitable]"
"Aves","Passeriformes","Calcariidae","Calcarius lapponicus","Wetlands (inland) - Permanent Freshwater Lakes (over 8ha) [Suitable]; Grassland - Tundra [Suitable]; Wetlands (inland) - Permanent Freshwater Lakes (over 8ha) [Suitable]; Grassland - Tundra [Suitable]; Marine Intertidal - Salt Marshes (Emergent Grasses) [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]"
"Aves","Passeriformes","Calcariidae","Plectrophenax nivalis","Marine Coastal/Supratidal - Coastal Sand Dunes [Suitable]; Rocky areas (eg. inland cliffs, mountain peaks) [Suitable]; Grassland - Tundra [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]; Marine Intertidal - Shingle and/or Pebble Shoreline and/or Beaches [Suitable]; Rocky areas (eg. inland cliffs, mountain peaks) [Suitable]; Grassland - Tundra [Suitable]; Marine Intertidal - Salt Marshes (Emergent Grasses) [Suitable]; Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands [Suitable]; Artificial/Terrestrial - Urban Areas [Suitable]"
